basicName,subTitleName,rating,openDate,openTime,address,price,label,review,url,img,monOpen,monClose,tuesOpen,tuesClose,wedOpen,wedClose,thursOpen,thursClose,friOpen,friClose,satOpen,satClose,sunOpen,sunClose,recommend
Lao Da Gong Temple,基隆開基老大公廟, 4.7,['Open daily'],['Open all day'],"No. 37, Lane 76, Leyi Rd, Anle District, Keelung City, Taiwan 204",0.0,,"Good, very good, very good, especially good!",https://www.trip.com/travel-guide/attraction/keelung/lao-da-gong-temple-13502802?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100n0z000000nlmua5147_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.5
Manyueyuan Forest Recreation Area,滿月圓國家森林遊樂區, 4.6,"['Saturday-Sunday', 'Monday-Friday']","['07:00-17:00', '08:00-17:00']","No. 174-1, Youmuli, Three Gorges District, New Taipei City",75.0,,"Very suitable for parent-child travel, no burden ramps at all, stop and see the waterfall, there is a butterfly museum and insect museum around, open to interact with the people, the route of the visit is also quite smooth, you can take the next afternoon to take a walk here",https://www.trip.com/travel-guide/attraction/new-taipei-city/manyueyuan-forest-recreation-area-92950?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A1j2234670pznn5B672_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,420.0,1020.0,420.0,1020.0,2.0
HSR Taoyuan Station Plaza,桃園高鐵站前廣場, 2.5,['Open daily'],['6:00-23:59'],"Section 1, Gaotie N Rd, Zhongli District, Taoyuan City, Taiwan 320",0.0,,"Because Taoyuan recently has a Hakka Expo, the venue is very close to the high-speed rail station, you can walk to the square and the guest expo.",https://www.trip.com/travel-guide/attraction/taoyuan/hsr-taoyuan-station-plaza-136940499?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104u12000exp19aa690E_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1439.0,360.0,1439.0,360.0,1439.0,360.0,1439.0,360.0,1439.0,360.0,1439.0,360.0,1439.0,
汉民祠（廖添丁庙）,漢民祠 (廖添丁廟), 5,"['Tuesday,Saturday-Sunday', 'Monday,Wednesday-Friday']","['5:30-21:00', '5:30-20:00']","No. 2, Section 3, Zhonghua Rd, Bali District, New Taipei City, Taiwan 249",0.0,,"I was impressed by the temple when I visited Tianding Temple in Han Min. The atmosphere of the temple made me feel the strong historical and cultural atmosphere. The architectural style of the temple is unique, showing the solemnity and beauty of the ancient architecture. Inside the antique temple, I am immersed in a long historical and religious atmosphere and feel a delicate spiritual tranquility. Inside the temple, I was able to see many exquisite murals and stone carvings, which fully demonstrated the richness and depth of ancient culture, and also saw the piety and reverence of the first people's religious beliefs. I was fascinated by these artworks and made me understand the diversity of Taiwan's religious culture. At the same time, the atmosphere inside the temple made me feel calm and comfortable. This tour not only enriched my cultural knowledge, but also gave me spiritual inspiration and energy. I am very satisfied with the experience of visiting the Tianding Temple in Han Minxuan, and look forward to experiencing Taiwan's deep religious culture in the future.",https://www.trip.com/travel-guide/attraction/new-taipei-city/city-141689672?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738_C_180_240_Q70.webp?proc=source%2ftrip,330.0,1200.0,330.0,1260.0,330.0,1200.0,330.0,1200.0,330.0,1200.0,330.0,1260.0,330.0,1260.0,
New Taipei City Hakka Museum,新北市客家文化園區, 4.2,"['Monday-Friday', 'Saturday-Sunday']","['9:00-17:00', '9:00-18:00']","No.239 Long'en St., Sanxia Dist., New Taipei, Taiwan",0.0,,"It should be regarded as a relatively large cultural park (in Taiwan, the geographical environment of the land and gold); although it is a park with Hakka culture, others and groups can also pay to use all the measures here. The auditorium is very large and can accommodate two or three hundred people. My favorite Hakka cuisine. Located at the junction of the Forest District and the Three Gorges District in Xinbei City, many buses can be reached and there is also a parking lot.",https://www.trip.com/travel-guide/attraction/new-taipei-city/new-taipei-city-hakka-museum-23034516?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww3v120009460mnzFBC2_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1080.0,540.0,1080.0,
li jing ting,壢景町, 5,['Wednesday-Sunday'],['10:00-17:00'],台灣桃園市中壢區延平路627號,0.0,,"Yujingxuan - Built in 1941, formerly the official house of the Yujunkan Office built by the ""China Baojia Federation"", has been inhabited by the Taiwanese police family since the Japanese period, and witnessed the events in China after the war. Taoyuan Municipal Government Cultural Bureau was registered as a historical building in 2012.",https://www.trip.com/travel-guide/attraction/taoyuan/city-136060547?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M00/FC/25/CghzflW7IAqAat3tAAAymFPzBHI728_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,0.0,0.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,
Taipei City Hall Plaza,台北市政府前廣場, 5,['Open daily'],['Open all day'],"No. 1, City Hall Rd, Xinyi District, Taipei City, Taiwan 110",0.0,,"Just happened to meet the Christmas decoration, very good photo punch card, but the weather was not very good that day. It is recommended that couples can go shopping and take pictures ～ In addition, you can see 101.",https://www.trip.com/travel-guide/attraction/taipei/taipei-city-hall-plaza-136882851?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M07/FC/25/CghzflW7IASANUuCAAAtJkkq6KA204_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Qianshan Park,陽明山前山公園, 5,['Open daily'],['Open all day'],"No. 116-15, Shamao Rd, Beitou District, Taipei City, 112",0.0,,"In the hot summer, go up the mountain to escape the heat, and see the beautiful lotus still in full bloom in the lotus pond of Yangmingshan Lake Mountain Road.",https://www.trip.com/travel-guide/attraction/taipei/qianshan-park-137512359?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Old Plane Airplane Observation Deck,老地方觀機平台,,['Open daily'],['Open all day'],"10491, Taiwan, Taipei City, Zhongshan District, Lane 165, Tongbei St, 劍潭山步道",0.0,,,https://www.trip.com/travel-guide/attraction/taipei/old-plane-airplane-observation-deck-137253013?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M0B/FC/25/CghzflW7IAqAWRxpAAA0-32cDKY598_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Xiaokeng No.1 Park,小坑一號公園,,['Open daily'],['Open all day'],"116, Taiwan, Taipei City, Wenshan District, Lane 75, Wanshou Rd, 文山 區 對面 坡地",0.0,,,https://www.trip.com/travel-guide/attraction/taipei/xiaokeng-no1-park-137400048?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Shiding Old Street,石碇老街, 4.2,"['Monday-Tuesday,Thursday-Sunday']",['8:00-17:00'],"Shiding District, New Taipei City, Taiwan 223",0.0,,"The old street is very beautiful, not a popular attraction, here you can feel the life of the locals, you can see the old house. Tired of shopping, find a small restaurant to eat. The taste is also very good, very comfortable place",https://www.trip.com/travel-guide/attraction/new-taipei-city/shiding-old-street-24165161?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100v0o000000fpqk12F86_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1020.0,480.0,1020.0,0.0,0.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,
Shen Keng Ji Shun Temple,集順廟, 4.4,['Open daily'],['6:00-21:00'],"133 Shenkeng Street, Shenkeng District, New Taipei City",0.0,,"A particularly beautiful temple, which is almost the same as the temple I said I saw in the southern Anhui and Chaoshan areas. The most beautiful is the stone carvings and the decoration on the top of the temple, which is particularly exquisite and quite beautiful.",https://www.trip.com/travel-guide/attraction/new-taipei-city/shen-keng-ji-shun-temple-24165195?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106m120008ebjzs8D1BC_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,
Taipei Tea Promotion Center,台北市鐵觀音包種茶研發推廣中心, 4.5,['Tuesday-Sunday'],['9:00-17:00'],"No. 8-2, Lane 40, Section 3, Taipei Guide Road",0.0,,"Tieguanyin should be a specialty in Fujian, because Taiwan and Fujian are very close, and Taiwan has many Fujian overseas Chinese, so Tieguanyin is also very popular in Fujian.",https://www.trip.com/travel-guide/attraction/taipei/taipei-tea-promotion-center-24653032?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww59120009498sil2145_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,1.5
Taibeihaohaokan Park,台北好好看公園, 5,['Open daily'],['Open all day'],"108, Taiwan, Taipei City, Wanhua District, 和平西路三段92巷15號",0.0,,"Small park, very suitable for walking dogs, very close to Longshan Temple MRT Station",https://www.trip.com/travel-guide/attraction/taipei/taibeihaohaokan-park-136729930?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01062224x8u8ayhgk9EF1_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Xiaobitan Park,小碧潭公園,,['Open daily'],['Open all day'],"231, New Taipei City, Xindian District",0.0,,,https://www.trip.com/travel-guide/attraction/new-taipei-city/xiaobitan-park-136785012?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101k2224x5lx97ds6599_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Xinzhuang Indoor Stadium,新莊體育館, 5,,,"No. 75號, Section 1, Zhonghua Rd, Xinzhuang District, New Taipei City, Taiwan 242",0.0,,"(Business hours are inaccurate) Very big, great",https://www.trip.com/travel-guide/attraction/new-taipei-city/xinzhuang-indoor-stadium-137328186?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M0A/FC/26/CghzflW7IBWAQ9avAAA22AXeLeI484_C_180_240_Q70.webp?proc=source%2ftrip,,,,,,,,,,,,,,,
Yulong Mesocosm,綠湖公園,,['Open daily'],['Open all day'],"No. 3 號, Pinpai Rd, Xindian District, New Taipei City, Taiwan 231",0.0,,,https://www.trip.com/travel-guide/attraction/new-taipei-city/yulong-mesocosm-138341643?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Chunguang Park,春光公園, 3.8,['Open daily'],['Open all day'],"Xinyi District, Taipei City",0.0,,"The park is often a day, surrounded by more lively places, there are many Taiwanese authentic food restaurants, attracting many people to come to forage, the park scenery is OK, passing by can go in and visit",https://www.trip.com/travel-guide/attraction/taipei/chunguang-park-24649137?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106r120008eoi39090D7_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Wanfang No.9 Park,萬芳九號公園,,['Open daily'],['Open all day'],"No. 123, Section 1, Wanmei St, Wenshan District, Taipei City, Taiwan 116",0.0,,We had such a great time there. I highly recommend going there as part of your day,https://www.trip.com/travel-guide/attraction/taipei/wanfang-no9-park-24653376?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100h0r000000h40pb8848_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Songshan Ci Hui Temple,松山慈惠堂, 4,['Open daily'],['6:00-22:00'],"No. 33, Lane 251, Fude St, Xinyi District, Taipei City, Taiwan 110",0.0,,The name of Cihuitang sounds like a small temple. But it is very big and there is accommodation service. I didn't move here and I don't know. This is a big temple. And there are still many volunteers. Vegetables were also distributed during the epidemic.,https://www.trip.com/travel-guide/attraction/taipei/songshan-ci-hui-temple-58328679?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww4e1200094atuteC1AD_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1320.0,360.0,1320.0,360.0,1320.0,360.0,1320.0,360.0,1320.0,360.0,1320.0,360.0,1320.0,
gui zi keng shui tu bao chi jiao xue yuan qu wu zhi shan ceng lou tou,貴子坑水土保持教學園區五指山層露頭,,['Open daily'],['Open all day'],112台灣台北市北投區秀山路161號,0.0,,,https://www.trip.com/travel-guide/attraction/taipei/city-136843617?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105112000bp98qvd7E48_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Guo Ziyi Memorial Hall,郭子儀紀念堂,,"['Tuesday-Wednesday,Friday-Sunday']",['10:00-12:00;14:00-17:00'],"No. 19, Lane 267, Wende Rd, Neihu District, Taipei City, Taiwan 114",0.0,,,https://www.trip.com/travel-guide/attraction/taipei/guo-ziyi-memorial-hall-39522276?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A0522348ve35vr471BC_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1020.0,600.0,1020.0,0.0,0.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,
BeerGeek MicroPub Taipei,微型精釀啤酒吧Beer Geek, 5,['Open daily'],['18:00-02:00'],"110, 1st Floor, 8 Yongji Road, Xinyi District, Taipei, China",0.0,,"A very stylish bar, it is also the first time to drink this fresh beer, the taste is still very good, the boss is very enthusiastic, the snack tastes very good, the atmosphere of the whole bar is very relaxed, it is worth experiencing",https://www.trip.com/travel-guide/attraction/taipei/beergeek-micropub-taipei-39889530?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww5q12000946jxul16A3_C_180_240_Q70.webp?proc=source%2ftrip,1080.0,1560.0,1080.0,1560.0,1080.0,1560.0,1080.0,1560.0,1080.0,1560.0,1080.0,1560.0,1080.0,1560.0,
tong hua gong yuan,通化公園,,['Open daily'],['Open all day'],106台灣台北市大安區,0.0,,,https://www.trip.com/travel-guide/attraction/taipei/city-124907233?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106712000bnxt7qiB576_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Suho Paper Memorial Museum,樹火紀念紙博物館, 4.3,"['Tuesday-Friday', 'Saturday']","['13:00-16:30', '09:30-16:30']","No. 68, Section 2, Chang'an E Rd, Zhongshan District, Taipei City, Taiwan 10491",0.0,,"The Tree Fire Memorial Paper Museum is a museum about papermaking technology and some printing technology introduction. A place with a strong experience, adults and children are very suitable to come and experience the interesting aspects of ancient invention technology.",https://www.trip.com/travel-guide/attraction/taipei/suho-paper-memorial-museum-13425871?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100a0h0000008vw3o109B_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,780.0,990.0,780.0,990.0,780.0,990.0,780.0,990.0,570.0,990.0,0.0,0.0,1.5
Jin Mian Shan Trail,金面山親山步道, 4.1,['Open daily'],['Open all day'],"Ln. 285, Aly. 65, Sec. 1, Neihu Rd., Neihu Dist., Taipei, Taiwan",0.0,,"Jinmian Mountain is a place to see the mountain view from the mountain. In fact, it is normal to walk on the road. It is very safe. Don't climb to the stone next to it. Watch the fresh air all the way. The experience is very good.",https://www.trip.com/travel-guide/attraction/taipei/jin-mian-shan-trail-22846527?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102u12000cl2xpsuB698_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Shihbiliao River Trail,石壁寮溪步道, 4,['Open daily'],['Open all day'],"Tucheng Dist., New Taipei, Taiwan",0.0,,"Although the total length is only three kilometers, this trip is just right and can be very comfortable to walk down.",https://www.trip.com/travel-guide/attraction/new-taipei-city/shihbiliao-river-trail-23034281?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103h120009at027h3B7E_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Beitou Creek Wood Road,北投溪木棧道, 5,['Open daily'],['Open all day'],"Beitou District, Taipei City, Taiwan 112",0.0,,"Beitou Creek - is a tributary of the Summer Harbour Creek, which flows down from the geothermal valley and flows through Beitou Park. The green bed of Beitou Creek is a proof that Beitou Creek has bred Beitou Stone. In 1905, the Japanese Okamoto asked Hachiro to come to Beitou Creek to collect, found a special stone, named after the Beitou geographical name, later learned that it is a precious rare mineral, and it is also the only mineral named after the Taiwanese geographical name. part 3",https://www.trip.com/travel-guide/attraction/taipei/beitou-creek-wood-road-39017326?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1me3g224x8tx8qgm428C0_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Kuo Yuan Ye Museum of Cake and Pastry,郭元益糕餅博物館 台北士林館, 4.3,['Open daily'],['9:00-17:00'],"No. 546, Wenlin Rd., Shilin Dist | 4f, Taipei 11159, Taiwan",0.0,,"Amazing!! You can learn about chinese culture here, even got to try their traditional clothes. And for NT400 you can sign up to their cooking class where you can make your own pineapple cake! (If I'm not mistaken the class must have at least 5 people)",https://www.trip.com/travel-guide/attraction/taipei/kuo-yuan-ye-museum-of-cake-and-pastry-22846555?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww0x120009496omxCC9C_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,
Yuanshan Water Shrine,圓山水神社, 4.1,['Open daily'],['Open all day'],"No. 82-1, Sec. 5, Zhongshan N. Rd., Taipei 111, Taiwan",0.0,,"In order to provide water in Taipei, the Japanese government started construction in 1928 to build a ""grass mountain waterway"" to transport the springs of Yangming Mountain. The village is one of the relics of the grass mountain waterway system. The initial construction project was difficult, and some people died in the process. Later, employees of the water company raised funds to build a round landscape shrine to worship the water god, praying for the smooth operation of the waterway, and comforting the engineers in the spirit of heaven. Part 2",https://www.trip.com/travel-guide/attraction/taipei/yuanshan-water-shrine-24165174?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A0q22347y1ydsow0D47_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Taiwan Toy Museum,臺灣玩具博物館, 4,['Tuesday-Sunday'],['10:00-17:00'],"No. 435, Zhongzheng Road, Banqiao District, New Taipei City",0.0,,"From the simplest handmade toys, now look at the past although broken, but there are childhood memories",https://www.trip.com/travel-guide/attraction/new-taipei-city/taiwan-toy-museum-39521642?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6z12000949ojk7F392_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,
san chong ci hui gong,三重慈惠宮, 5,['Open daily'],['8:00-20:00'],"No. 17-1, Wenhua N Rd, Sanchong District, New Taipei City, Taiwan 241",0.0,,"Triple Mercy Palace - Early believers Wuxizhou, Wang Huo, Lin Atie and other good people, welcome Lugang Fengtian Palace Sufu Wangye, return to home to worship, set up a private altar to help the world, very spiritual, far and near famous, praying for the crowd. There are locals Ms. Lin Xi (known as A Xiguan, is a representative of the public opinion of Taipei County), weak and sick, life is dying, Encheng Sufu Wang Ye sheltered and recovered, and raised funds to build Sufu Wangye Temple, and the same road responded. The ""Cihui Palace Management Committee"" was immediately established, and construction was started at the current site. In 1966, Mr. Chen Facai launched a fundraising to renovate the Cihui Palace, which is the appearance of the Cihui Palace today.",https://www.trip.com/travel-guide/attraction/new-taipei-city/city-51625479?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106b12000dsxuqs086D2_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1200.0,480.0,1200.0,480.0,1200.0,480.0,1200.0,480.0,1200.0,480.0,1200.0,480.0,1200.0,
Jiantan Park,劍潭公園, 4.8,['Open daily'],['Open all day'],"Section 4, Zhongshan N Rd, Shilin District, Taipei City, Taiwan 111",0.0,,"Jiantan Station can be reached for about five minutes after leaving the station. If you have time, you can take the path next to Fude Zhengshen to go up the mountain. This time, choose the direction of Yuanshan Hotel and pass the Jiantan ruins.",https://www.trip.com/travel-guide/attraction/taipei/jiantan-park-56778296?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww5q12000947d3v34390_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Wenmenglou,文萌樓,,['Wednesday-Sunday'],['10:00-17:30'],"Datong District, Taipei, Taiwan",0.0,,,https://www.trip.com/travel-guide/attraction/taipei/wenmenglou-58324898?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww2r120009rlccs8E089_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,0.0,0.0,600.0,1050.0,600.0,1050.0,600.0,1050.0,600.0,1050.0,600.0,1050.0,
青雲閣 QYG Art,, 5,,,108台灣台北市萬華區環河南路二段5巷6弄20號,0.0,,"(Business hours are inaccurate) Qingyun Pavilion - known as the ""Hequan Building"" in Japan, until the abolition of the prostitute policy in 1997, it has been a famous field in Wanhua District. Also due to its historical background, so from the photos in the historical data, you can see the whole building adopts gorgeous Baroque style design, including the stone washing medal decoration on the exterior of the building, horizontal flower decoration line feet, and the stylish shells, onion window edges. It is a rare architectural design in the existing monuments.",https://www.trip.com/travel-guide/attraction/taipei/city-135937329?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1mh242234a7tx9o4w031D_C_180_240_Q70.webp?proc=source%2ftrip,,,,,,,,,,,,,,,
di hua xiu xian yun dong gong yuan,迪化休閒運動公園, 5,['Open daily'],['Open all day'],103台北市大同區延平北路四段,0.0,,"Walking on the riverbank in the evening - Today is the leisure sports park section attached to the Vale Dihua sewage treatment plant, which has a beautiful and vast large viewing platform that overlooks the sunset of the Vale.",https://www.trip.com/travel-guide/attraction/taipei/city-136459531?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0100312000dpnqzl1555F_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Taipei Children's Art Museum,蘇荷兒童美術館, 4.3,['Tuesday-Sunday'],['10:00-17:30'],"111 B1 Floor, No. 20, Lane 50, Tianmu West Road, Taiwan",0.0,,"The gallery gathers many objects, which are very different from the single works. Soho Children's Gallery uses this wonderful arrangement and combination to let a group of children show their paintings and their companions in a space. You can watch or paint on the spot.",https://www.trip.com/travel-guide/attraction/taipei/taipei-children-s-art-museum-13424370?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102p12000dtx3ar48F53_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1050.0,600.0,1050.0,600.0,1050.0,600.0,1050.0,600.0,1050.0,600.0,1050.0,1.5
Fish Road Historic Trail,金包裡大路｜魚路古道, 4.5,['Open daily'],['00:00-23:59'],"Jinshan District, New Taipei City, Taiwan 208",0.0,,"Taiwan's tourism has passed the stage of circled money, and you can seriously do detailed detailed work, such as ancient roads, from excavating hundreds of pages of cultural background, to reducing the resurfacing of stone and stone, and people who want to come and go are not very popular. Most of them will not go so deep, but the work is still done and maintained. This is also a deep feeling in Kyoto, and the mainland has a long way to go to this stage. The ancient fish road from the gate of Jinbaoli is a suitable walker, without losing the simple road, twisting forward or up and down. Okay, back in the car, an hour later, we took two current positions.",https://www.trip.com/travel-guide/attraction/new-taipei-city/fish-road-historic-trail-13466888?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww0b120009c5n5w54EF3_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1439.0,0.0,1439.0,0.0,1439.0,0.0,1439.0,0.0,1439.0,0.0,1439.0,0.0,1439.0,2.0
Wenwu Shengmiao,武聖廟, 4.8,,,"New Taipei No. 340, Xinzhuang Road, Xinzhuang District",0.0,,"(Business hours are inaccurate) Located in the famous Xinzhuang Temple Street Fengshao Wu Shengguan, is one of the important beliefs of the people. There are many well-known nostalgic attractions in the nearby alleys. For netizens who like history and archaeology, it is recommended to visit.",https://www.trip.com/travel-guide/attraction/new-taipei-city/wenwu-shengmiao-23035169?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1005hk133yucivf1tE035_C_180_240_Q70.webp?proc=source%2ftrip,,,,,,,,,,,,,,,1.0
Xintai Park,新泰公園, 4.1,['Open daily'],['Open all day'],"No. 2, Lane 3, Lane 116, Jianzhong Street, Xinzhuang District, New Taipei City",0.0,,Good place for local residents to move,https://www.trip.com/travel-guide/attraction/new-taipei-city/xintai-park-24048437?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105c120009awna1g32B9_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
Sanzhang Park,三張公園, 4.5,['Open daily'],['Open all day'],"Mie-ku, New Taipei City",0.0,,遛狗/老人家放鬆/聊天散步/的好地方/安靜時間大概早上7:00-9:00非常適合去遛狗夠/但記得要維持環境/把大便帶走用水沖一沖/很讚,https://www.trip.com/travel-guide/attraction/new-taipei-city/sanzhang-park-24652481?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10051a0000018gta394BC_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,
