basicName,subTitleName,rating,openDate,openTime,closeDate,closeTime,recommendStayTime,address,price,label,review,url,img
Taipei《Detective Conan 30th Anniversary Commemorative Exhibition》,台北《名偵探柯南 連載30週年紀念展》, 4.8/5,['Open daily'],['11:00-21:30'],N/A,N/A,N/A,台灣台北市信義區松壽路11號６樓,$11.60 ,,"Very detailed introduction of Conan's history, story, history, photos, and sub-themes to show small stories, especially a district crime area, see the perpetrators and the equipment used, of course, the favorite will be love stories, introduced Xiaolan and Xinyi, clothing department and Ye, And their family background is also very clear, very recommended Conan fans to explore",https://www.trip.com/travel-guide/attraction/taipei/taipeidetective-conan-30th-anniversary-commemorative-exhibition-148418443?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102422156x2rgqcwB480_C_180_240_Q70.webp?proc=source%2ftrip
Zhongxiao Road,忠孝東路, 4.9/5,['N/A'],['N/A'],N/A,N/A,2-3 hours,"Zhongxiao East Road, Daan District, Taipei City",Free,活動,It's a shopping paradise. All the of the road can find a lot of shops and restaurants. Good place for shopping.,https://www.trip.com/travel-guide/attraction/taipei/zhongxiao-road-100278?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100s1f000001gx701EFF3_C_180_240_Q70.webp?proc=source%2ftrip
Huashan Yiwen Art Gallery,華山藝文特區, 4.8/5,['N/A'],['N/A'],N/A,N/A,N/A,"Zhongzheng District, Taipei City, Taiwan 100",Free,活動,"Huashan Creative Culture Park, also known as ""Huashan Art and Culture Special Zone Huashan Cultural Park, formerly known as ""Taipei Winery"", is a monument in Taipei City, Taiwan. It was founded in 1914 in the Japanese period. It was originally a wine factory of Fangjiu Co., Ltd., autocratic sake, butterfly orchid, ginseng wine.",https://www.trip.com/travel-guide/attraction/taipei/huashan-yiwen-art-gallery-24650428?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo3712000e9265ym5A78_C_180_240_Q70.webp?proc=source%2ftrip
Window on World Theme Park,小人國主題樂園, 4.5/5,['Open daily'],['09:00-16:30'],N/A,N/A,0.5-1 day,"No. 891, Gaoyuan Rd, Longtan District, Taoyuan City, Taiwan 325",$40.67 ,活動,"The various models are still Weimiao Weixiao, which is more suitable for children to come and see. Of course, there are actually more opportunities to go abroad now, so it is not very unusual to see this kind of thing, for adults.",https://www.trip.com/travel-guide/attraction/taoyuan/window-on-world-theme-park-88422?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100o1f000001gp51dCF0C_C_180_240_Q70.webp?proc=source%2ftrip
2-28 Memorial Museum,二二八紀念和平公園, 4.4/5,['Open daily'],['Open all day'],N/A,N/A,1-3 hours,"No. 3, Ketagalan Blvd, Zhongzheng District, Taipei City, Taiwan 100",Free,活動,"Not far from the Governor General Building, it is with the Taipei Museum. Because it is possible to take a quiet walk, you can take a leisurely look around for a while.",https://www.trip.com/travel-guide/attraction/taipei/2-28-memorial-museum-85890?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1mh2m2215g6hqun74DDBF_C_180_240_Q70.webp?proc=source%2ftrip
Qixing Mountain,七星山步道, 4.7/5,['Open daily'],['Open all day'],N/A,N/A,1-2 hours,"Shichisei Mountain, Beitou District, Taipei City, Taiwan 112",Free,活動,"It's terrible, it's very hard to climb, it may be too long without exercise and the physical strength has deteriorated! The scenery is beautiful when I climb up hard, but I am really tired! I didn't expect that the top of the mountain is as crowded as the vegetable market, and I suddenly feel that I am too weak! ??",https://www.trip.com/travel-guide/attraction/taipei/qixing-mountain-13425750?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo4x12000cf2go110A05_C_180_240_Q70.webp?proc=source%2ftrip
Hsin Tung Yang (Wuchang Branch),武昌街, 4.6/5,['N/A'],['N/A'],N/A,N/A,1-2 hours,"Wuchang Street, Ximending Shopping District, Taipei",Free,活動,Wuchang Street is a place dominated by old houses. It feels like time and space. The shops on both sides are also traditional. I like this street very much. The local taste is strong.,https://www.trip.com/travel-guide/attraction/taipei/hsin-tung-yang-18700398?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M08/2E/37/Cghzf1W2KnmAZl-MADoinL5fsZo596_C_180_240_Q70.webp?proc=source%2ftrip
Houtong Cat Village,N/A, 4.5/5,['Open daily'],['Open all day'],N/A,N/A,1-3 hours,"Houtong Cat Village, Ruifang District, New Taipei City, Taiwan 224",Free,活動,"Cat village with only cats sleeping, a lot of people, recommend to go on weekdays because there will not be many people.",https://www.trip.com/travel-guide/attraction/new-taipei-city/houtong-cat-village-10523113?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100w0r000000gvz9d3794_C_180_240_Q70.webp?proc=source%2ftrip
Yangming Shuwu,陽明書屋, 4.5/5,['Open daily'],['9:00-16:30'],N/A,N/A,1-3 hours,"112, Taiwan, Taipei City, Beitou District",Free,觀光,"Yangming Bookstore is a villa made by Jiang's couple. Located in a very beautiful place in Yangming Mountain, it is actually not possible to take pictures, so I took pictures around it. It is worth visiting a little attraction.",https://www.trip.com/travel-guide/attraction/taipei/yangming-shuwu-92923?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10030q000000goi4a969F_C_180_240_Q70.webp?proc=source%2ftrip
Xiaoyoukeng Visitor Center,小油坑遊客服務站, 4.4/5,['Open daily'],['9:00-16:30'],N/A,N/A,1-4 hours,"No. 69號, Yangming Creek Walkway, Beitou District, Taipei City, Taiwan 112",Free,活動,"The small oil pit is located on the western slope of Qixing Mountain, also known as the sulfur valley, which represents the landscape of Qixing Mountain. Under the action of a vigorous post-volcano, the underground heat source is still very vigorous, and the sulfur jet is spewed from a thinner part of the earth's crust and creaking. Come here to enjoy a string of crystalline, needle-like, yellow color, beautiful sulfur crystallization, and listen to the burst of the jet mouth, experience the situation of volcanic activity.",https://www.trip.com/travel-guide/attraction/taipei/xiaoyoukeng-visitor-center-88568?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1A0g13000000vbz5qAF1D_C_180_240_Q70.webp?proc=source%2ftrip
Leofoo Village Theme Park,六福村主題樂園, 4.6/5,"['Monday-Friday:', 'Saturday-Sunday:']","['9:30-17:00', '9:00-17:00']",N/A,N/A,0.5-1 day,"306, Taiwan, Hsinchu County, Guanxi Township, 60號",$35.55 ,活動,"There are animals to see, and young children have some facilities to play. It is gone for a day. When they go, they also encounter a Halloween parade. It is very good, but the children are a little afraid of dressing up as realistic staff.",https://www.trip.com/travel-guide/attraction/hsinchu-county/leofoo-village-theme-park-87697?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/tg/571/530/961/b6889b2bec1f4d528fdbda4492c0ee1a_C_180_240_Q70.webp?proc=source%2ftrip
Taibeishi Dianying Theme Park,台北市電影主題公園, 4.3/5,['Open daily'],['10:00-22:00'],N/A,N/A,0.5-1 day,"No. 19, Kangding Rd, Wanhua District, Taipei City, Taiwan 108",Free,活動,"The theme park most attracted us is not the theme of the movie, but there are beautiful graffiti everywhere, of course, many graffiti is also based on the movie picture, quite artistic a place",https://www.trip.com/travel-guide/attraction/taipei/taibeishi-dianying-theme-park-24653022?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100f0d0000006ujb701C1_C_180_240_Q70.webp?proc=source%2ftrip
National Palace Museum Children's Gallery,國立故宮博物院兒童學藝中心, 5/5,['Tuesday-Sunday:'],['9:00-17:00'],N/A,N/A,1-2 hours,"No. 221, Section 2, Zhishan Road, Shilin District, Taipei",Free,觀光,National Museum of Taiwan with various art for tourists to see,https://www.trip.com/travel-guide/attraction/taipei/national-palace-museum-children-s-gallery-56809257?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100w1f000001gwcvcCF1C_C_180_240_Q70.webp?proc=source%2ftrip
