basicName,subTitleName,rating,openDate,openTime,closeDate,closeTime,recommendStayTime,address,price,label,review,url,img
Xiaokeng No.1 Park,小坑一號公園,N/A,['Open daily'],['Open all day'],N/A,N/A,N/A,"116, Taiwan, Taipei City, Wenshan District, Lane 75, Wanshou Rd, 文山 區 對面 坡地",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/xiaokeng-no1-park-137400048?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip
Shiding Old Street,石碇老街, 4.2/5,"['Monday-Tuesday,Thursday-Sunday:']",['8:00-17:00'],N/A,N/A,N/A,"Shiding District, New Taipei City, Taiwan 223",Free,,"The old street is very beautiful, not a popular attraction, here you can feel the life of the locals, you can see the old house. Tired of shopping, find a small restaurant to eat. The taste is also very good, very comfortable place",https://www.trip.com/travel-guide/attraction/new-taipei-city/shiding-old-street-24165161?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100v0o000000fpqk12F86_C_180_240_Q70.webp?proc=source%2ftrip
Shen Keng Ji Shun Temple,集順廟, 4.4/5,['Open daily'],['6:00-21:00'],N/A,N/A,N/A,"133 Shenkeng Street, Shenkeng District, New Taipei City",Free,,"A particularly beautiful temple, which is almost the same as the temple I said I saw in the southern Anhui and Chaoshan areas. The most beautiful is the stone carvings and the decoration on the top of the temple, which is particularly exquisite and quite beautiful.",https://www.trip.com/travel-guide/attraction/new-taipei-city/shen-keng-ji-shun-temple-24165195?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106m120008ebjzs8D1BC_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Tea Promotion Center,台北市鐵觀音包種茶研發推廣中心, 4.5/5,['Tuesday-Sunday:'],['9:00-17:00'],N/A,N/A,1-2 hours,"No. 8-2, Lane 40, Section 3, Taipei Guide Road",Free,,"Tieguanyin should be a specialty in Fujian, because Taiwan and Fujian are very close, and Taiwan has many Fujian overseas Chinese, so Tieguanyin is also very popular in Fujian.",https://www.trip.com/travel-guide/attraction/taipei/taipei-tea-promotion-center-24653032?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww59120009498sil2145_C_180_240_Q70.webp?proc=source%2ftrip
Taibeihaohaokan Park,台北好好看公園, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"108, Taiwan, Taipei City, Wanhua District, 和平西路三段92巷15號",Free,,"Small park, very suitable for walking dogs, very close to Longshan Temple MRT Station",https://www.trip.com/travel-guide/attraction/taipei/taibeihaohaokan-park-136729930?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01062224x8u8ayhgk9EF1_C_180_240_Q70.webp?proc=source%2ftrip
Xiaobitan Park,小碧潭公園,N/A,['Open daily'],['Open all day'],N/A,N/A,N/A,"231, New Taipei City, Xindian District",Free,,N/A,https://www.trip.com/travel-guide/attraction/new-taipei-city/xiaobitan-park-136785012?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101k2224x5lx97ds6599_C_180_240_Q70.webp?proc=source%2ftrip
Xinzhuang Indoor Stadium,新莊體育館, 5/5,['N/A'],['N/A'],N/A,N/A,N/A,"No. 75號, Section 1, Zhonghua Rd, Xinzhuang District, New Taipei City, Taiwan 242",Free,,"Very big, great",https://www.trip.com/travel-guide/attraction/new-taipei-city/xinzhuang-indoor-stadium-137328186?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M0A/FC/26/CghzflW7IBWAQ9avAAA22AXeLeI484_C_180_240_Q70.webp?proc=source%2ftrip
Yulong Mesocosm,綠湖公園,N/A,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 3 號, Pinpai Rd, Xindian District, New Taipei City, Taiwan 231",Free,,N/A,https://www.trip.com/travel-guide/attraction/new-taipei-city/yulong-mesocosm-138341643?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/07/Cghzf1W7H_mAOouUAAA0-J5t66I153_C_180_240_Q70.webp?proc=source%2ftrip
Chunguang Park,春光公園, 3.8/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Xinyi District, Taipei City",Free,,"The park is often a day, surrounded by more lively places, there are many Taiwanese authentic food restaurants, attracting many people to come to forage, the park scenery is OK, passing by can go in and visit",https://www.trip.com/travel-guide/attraction/taipei/chunguang-park-24649137?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106r120008eoi39090D7_C_180_240_Q70.webp?proc=source%2ftrip
Wanfang No.9 Park,萬芳九號公園,N/A,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 123, Section 1, Wanmei St, Wenshan District, Taipei City, Taiwan 116",Free,,We had such a great time there. I highly recommend going there as part of your day,https://www.trip.com/travel-guide/attraction/taipei/wanfang-no9-park-24653376?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100h0r000000h40pb8848_C_180_240_Q70.webp?proc=source%2ftrip
Songshan Ci Hui Temple,松山慈惠堂, 4/5,['Open daily'],['6:00-22:00'],N/A,N/A,N/A,"No. 33, Lane 251, Fude St, Xinyi District, Taipei City, Taiwan 110",Free,,The name of Cihuitang sounds like a small temple. But it is very big and there is accommodation service. I didn't move here and I don't know. This is a big temple. And there are still many volunteers. Vegetables were also distributed during the epidemic.,https://www.trip.com/travel-guide/attraction/taipei/songshan-ci-hui-temple-58328679?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww4e1200094atuteC1AD_C_180_240_Q70.webp?proc=source%2ftrip
gui zi keng shui tu bao chi jiao xue yuan qu wu zhi shan ceng lou tou,貴子坑水土保持教學園區五指山層露頭,N/A,['Open daily'],['Open all day'],N/A,N/A,N/A,112台灣台北市北投區秀山路161號,Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/city-136843617?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105112000bp98qvd7E48_C_180_240_Q70.webp?proc=source%2ftrip
Guo Ziyi Memorial Hall,郭子儀紀念堂,N/A,"['Tuesday-Wednesday,Friday-Sunday:']",['10:00-12:00;14:00-17:00'],N/A,N/A,N/A,"No. 19, Lane 267, Wende Rd, Neihu District, Taipei City, Taiwan 114",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/guo-ziyi-memorial-hall-39522276?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A0522348ve35vr471BC_C_180_240_Q70.webp?proc=source%2ftrip
BeerGeek MicroPub Taipei,微型精釀啤酒吧Beer Geek, 5/5,['Open daily'],['18:00-02:00'],N/A,N/A,N/A,"110, 1st Floor, 8 Yongji Road, Xinyi District, Taipei, China",Free,,"A very stylish bar, it is also the first time to drink this fresh beer, the taste is still very good, the boss is very enthusiastic, the snack tastes very good, the atmosphere of the whole bar is very relaxed, it is worth experiencing",https://www.trip.com/travel-guide/attraction/taipei/beergeek-micropub-taipei-39889530?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww5q12000946jxul16A3_C_180_240_Q70.webp?proc=source%2ftrip
tong hua gong yuan,通化公園,N/A,['Open daily'],['Open all day'],N/A,N/A,N/A,106台灣台北市大安區,Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/city-124907233?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106712000bnxt7qiB576_C_180_240_Q70.webp?proc=source%2ftrip
Suho Paper Memorial Museum,樹火紀念紙博物館, 4.3/5,"['Tuesday-Friday:', 'Saturday:']","['13:00-16:30', '09:30-16:30']",N/A,N/A,1-2 hours,"No. 68, Section 2, Chang'an E Rd, Zhongshan District, Taipei City, Taiwan 10491",Free,,"The Tree Fire Memorial Paper Museum is a museum about papermaking technology and some printing technology introduction. A place with a strong experience, adults and children are very suitable to come and experience the interesting aspects of ancient invention technology.",https://www.trip.com/travel-guide/attraction/taipei/suho-paper-memorial-museum-13425871?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100a0h0000008vw3o109B_C_180_240_Q70.webp?proc=source%2ftrip
Jin Mian Shan Trail,金面山親山步道, 4.1/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Ln. 285, Aly. 65, Sec. 1, Neihu Rd., Neihu Dist., Taipei, Taiwan",Free,,"Jinmian Mountain is a place to see the mountain view from the mountain. In fact, it is normal to walk on the road. It is very safe. Don't climb to the stone next to it. Watch the fresh air all the way. The experience is very good.",https://www.trip.com/travel-guide/attraction/taipei/jin-mian-shan-trail-22846527?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102u12000cl2xpsuB698_C_180_240_Q70.webp?proc=source%2ftrip
Shihbiliao River Trail,石壁寮溪步道, 4/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Tucheng Dist., New Taipei, Taiwan",Free,,"Although the total length is only three kilometers, this trip is just right and can be very comfortable to walk down.",https://www.trip.com/travel-guide/attraction/new-taipei-city/shihbiliao-river-trail-23034281?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103h120009at027h3B7E_C_180_240_Q70.webp?proc=source%2ftrip
Beitou Creek Wood Road,北投溪木棧道, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Beitou District, Taipei City, Taiwan 112",Free,,"Beitou Creek - is a tributary of the Summer Harbour Creek, which flows down from the geothermal valley and flows through Beitou Park. The green bed of Beitou Creek is a proof that Beitou Creek has bred Beitou Stone. In 1905, the Japanese Okamoto asked Hachiro to come to Beitou Creek to collect, found a special stone, named after the Beitou geographical name, later learned that it is a precious rare mineral, and it is also the only mineral named after the Taiwanese geographical name. part 3",https://www.trip.com/travel-guide/attraction/taipei/beitou-creek-wood-road-39017326?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1me3g224x8tx8qgm428C0_C_180_240_Q70.webp?proc=source%2ftrip
America Street,美國街,N/A,['N/A'],['N/A'],N/A,N/A,N/A,"No. 18號, Lane 96, Kunming St, Wanhua District, Taipei City, Taiwan 108",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/america-street-137190946?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01039224x8u3hy0xjA445_C_180_240_Q70.webp?proc=source%2ftrip
Kuo Yuan Ye Museum of Cake and Pastry,郭元益糕餅博物館 台北士林館, 4.3/5,['Open daily'],['9:00-17:00'],N/A,N/A,N/A,"No. 546, Wenlin Rd., Shilin Dist | 4f, Taipei 11159, Taiwan",Free,,"Amazing!! You can learn about chinese culture here, even got to try their traditional clothes. And for NT400 you can sign up to their cooking class where you can make your own pineapple cake! (If I'm not mistaken the class must have at least 5 people)",https://www.trip.com/travel-guide/attraction/taipei/kuo-yuan-ye-museum-of-cake-and-pastry-22846555?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww0x120009496omxCC9C_C_180_240_Q70.webp?proc=source%2ftrip
Yuanshan Water Shrine,圓山水神社, 4.1/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 82-1, Sec. 5, Zhongshan N. Rd., Taipei 111, Taiwan",Free,,"In order to provide water in Taipei, the Japanese government started construction in 1928 to build a ""grass mountain waterway"" to transport the springs of Yangming Mountain. The village is one of the relics of the grass mountain waterway system. The initial construction project was difficult, and some people died in the process. Later, employees of the water company raised funds to build a round landscape shrine to worship the water god, praying for the smooth operation of the waterway, and comforting the engineers in the spirit of heaven. Part 2",https://www.trip.com/travel-guide/attraction/taipei/yuanshan-water-shrine-24165174?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A0q22347y1ydsow0D47_C_180_240_Q70.webp?proc=source%2ftrip
Taiwan Toy Museum,臺灣玩具博物館, 4/5,['Tuesday-Sunday:'],['10:00-17:00'],N/A,N/A,N/A,"No. 435, Zhongzheng Road, Banqiao District, New Taipei City",Free,,"From the simplest handmade toys, now look at the past although broken, but there are childhood memories",https://www.trip.com/travel-guide/attraction/new-taipei-city/taiwan-toy-museum-39521642?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6z12000949ojk7F392_C_180_240_Q70.webp?proc=source%2ftrip
san chong ci hui gong,三重慈惠宮, 5/5,['Open daily'],['8:00-20:00'],N/A,N/A,N/A,"No. 17-1, Wenhua N Rd, Sanchong District, New Taipei City, Taiwan 241",Free,,"Triple Mercy Palace - Early believers Wuxizhou, Wang Huo, Lin Atie and other good people, welcome Lugang Fengtian Palace Sufu Wangye, return to home to worship, set up a private altar to help the world, very spiritual, far and near famous, praying for the crowd. There are locals Ms. Lin Xi (known as A Xiguan, is a representative of the public opinion of Taipei County), weak and sick, life is dying, Encheng Sufu Wang Ye sheltered and recovered, and raised funds to build Sufu Wangye Temple, and the same road responded. The ""Cihui Palace Management Committee"" was immediately established, and construction was started at the current site. In 1966, Mr. Chen Facai launched a fundraising to renovate the Cihui Palace, which is the appearance of the Cihui Palace today.",https://www.trip.com/travel-guide/attraction/new-taipei-city/city-51625479?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106b12000dsxuqs086D2_C_180_240_Q70.webp?proc=source%2ftrip
Jiantan Park,劍潭公園, 4.8/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Section 4, Zhongshan N Rd, Shilin District, Taipei City, Taiwan 111",Free,,"Jiantan Station can be reached for about five minutes after leaving the station. If you have time, you can take the path next to Fude Zhengshen to go up the mountain. This time, choose the direction of Yuanshan Hotel and pass the Jiantan ruins.",https://www.trip.com/travel-guide/attraction/taipei/jiantan-park-56778296?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww5q12000947d3v34390_C_180_240_Q70.webp?proc=source%2ftrip
Wenmenglou,文萌樓,N/A,['Wednesday-Sunday:'],['10:00-17:30'],N/A,N/A,N/A,"Datong District, Taipei, Taiwan",Free,,N/A,https://www.trip.com/travel-guide/attraction/taipei/wenmenglou-58324898?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww2r120009rlccs8E089_C_180_240_Q70.webp?proc=source%2ftrip
青雲閣 QYG Art,N/A, 5/5,['N/A'],['N/A'],N/A,N/A,N/A,108台灣台北市萬華區環河南路二段5巷6弄20號,Free,,"Qingyun Pavilion - known as the ""Hequan Building"" in Japan, until the abolition of the prostitute policy in 1997, it has been a famous field in Wanhua District. Also due to its historical background, so from the photos in the historical data, you can see the whole building adopts gorgeous Baroque style design, including the stone washing medal decoration on the exterior of the building, horizontal flower decoration line feet, and the stylish shells, onion window edges. It is a rare architectural design in the existing monuments.",https://www.trip.com/travel-guide/attraction/taipei/city-135937329?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1mh242234a7tx9o4w031D_C_180_240_Q70.webp?proc=source%2ftrip
di hua xiu xian yun dong gong yuan,迪化休閒運動公園, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,103台北市大同區延平北路四段,Free,,"Walking on the riverbank in the evening - Today is the leisure sports park section attached to the Vale Dihua sewage treatment plant, which has a beautiful and vast large viewing platform that overlooks the sunset of the Vale.",https://www.trip.com/travel-guide/attraction/taipei/city-136459531?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0100312000dpnqzl1555F_C_180_240_Q70.webp?proc=source%2ftrip
Taipei Children's Art Museum,蘇荷兒童美術館, 4.3/5,['Tuesday-Sunday:'],['10:00-17:30'],N/A,N/A,1-2 hours,"111 B1 Floor, No. 20, Lane 50, Tianmu West Road, Taiwan",Free,,"The gallery gathers many objects, which are very different from the single works. Soho Children's Gallery uses this wonderful arrangement and combination to let a group of children show their paintings and their companions in a space. You can watch or paint on the spot.",https://www.trip.com/travel-guide/attraction/taipei/taipei-children-s-art-museum-13424370?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102p12000dtx3ar48F53_C_180_240_Q70.webp?proc=source%2ftrip
Fish Road Historic Trail,金包裡大路｜魚路古道, 4.5/5,['Open daily'],['00:00-23:59'],N/A,N/A,1-3 hours,"Jinshan District, New Taipei City, Taiwan 208",Free,,"Taiwan's tourism has passed the stage of circled money, and you can seriously do detailed detailed work, such as ancient roads, from excavating hundreds of pages of cultural background, to reducing the resurfacing of stone and stone, and people who want to come and go are not very popular. Most of them will not go so deep, but the work is still done and maintained. This is also a deep feeling in Kyoto, and the mainland has a long way to go to this stage. The ancient fish road from the gate of Jinbaoli is a suitable walker, without losing the simple road, twisting forward or up and down. Okay, back in the car, an hour later, we took two current positions.",https://www.trip.com/travel-guide/attraction/new-taipei-city/fish-road-historic-trail-13466888?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww0b120009c5n5w54EF3_C_180_240_Q70.webp?proc=source%2ftrip
Wenwu Shengmiao,武聖廟, 4.8/5,['N/A'],['N/A'],N/A,N/A,1 hour,"New Taipei No. 340, Xinzhuang Road, Xinzhuang District",Free,,"Located in the famous Xinzhuang Temple Street Fengshao Wu Shengguan, is one of the important beliefs of the people. There are many well-known nostalgic attractions in the nearby alleys. For netizens who like history and archaeology, it is recommended to visit.",https://www.trip.com/travel-guide/attraction/new-taipei-city/wenwu-shengmiao-23035169?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1005hk133yucivf1tE035_C_180_240_Q70.webp?proc=source%2ftrip
Xintai Park,新泰公園, 4.1/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 2, Lane 3, Lane 116, Jianzhong Street, Xinzhuang District, New Taipei City",Free,,Good place for local residents to move,https://www.trip.com/travel-guide/attraction/new-taipei-city/xintai-park-24048437?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105c120009awna1g32B9_C_180_240_Q70.webp?proc=source%2ftrip
Sanzhang Park,三張公園, 4.5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"Mie-ku, New Taipei City",Free,,遛狗/老人家放鬆/聊天散步/的好地方/安靜時間大概早上7:00-9:00非常適合去遛狗夠/但記得要維持環境/把大便帶走用水沖一沖/很讚,https://www.trip.com/travel-guide/attraction/new-taipei-city/sanzhang-park-24652481?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10051a0000018gta394BC_C_180_240_Q70.webp?proc=source%2ftrip
Zhenxing Park,振興公園, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,112台北市北投區,Free,,[View] Can [Fun] Good [Cost-effective] OK,https://www.trip.com/travel-guide/attraction/taipei/zhenxing-park-81982817?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1A0phk133ya6a1us13855_C_180_240_Q70.webp?proc=source%2ftrip
"The Exhibition Hall of University History, Fu Jen Catholic University",輔仁大學校史館,N/A,['N/A'],['N/A'],N/A,N/A,N/A,"242, Taiwan, New Taipei City, Xinzhuang District, Zhongzheng Rd, 510號, Cardinal Yu Pin Administration Bld., 4樓",Free,,N/A,https://www.trip.com/travel-guide/attraction/new-taipei-city/the-exhibition-hall-of-university-history-fu-jen-catholic-university-136765250?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g2/M02/C5/09/Cghzf1W7IBCAU1soAAA1rXNRb5g042_C_180_240_Q70.webp?proc=source%2ftrip
Zhaomingjing Temple,照明禪寺, 3/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 51, Chongyang Seventh Road, Beitou District, Taipei, Taiwan",Free,,"Lighting Jing Temple is located on the 7th Road of Chongyang in Beitou District. It was originally a Taoist home. It was originally built by an overseas Chinese in order to restore it for his mother, but it has now been turned into a Buddhist temple. After all, in China, Buddhism is still more open than Taoism.",https://www.trip.com/travel-guide/attraction/taipei/zhaomingjing-temple-24654580?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101b120009azvikx4E61_C_180_240_Q70.webp?proc=source%2ftrip
Guang Hua Diao Xia Chang Lu Zhou Dian,光華釣蝦場 （蘆洲）、,N/A,['Open daily'],['7:30-5:00'],N/A,N/A,N/A,247台灣新北市蘆洲區光華路158號,Free,,N/A,https://www.trip.com/travel-guide/attraction/new-taipei-city/city-81498513?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1A0mhk1151pwo62o023D8_C_180_240_Q70.webp?proc=source%2ftrip
Promise Mighty Temple,樹林無極威武聖殿, 5/5,['Open daily'],['9:00-21:00'],N/A,N/A,N/A,"No. 30號, Dongshun St, Shulin District, New Taipei City, Taiwan 238",Free,,"Beautiful scenery, fresh air, convenient transportation, a good place to travel",https://www.trip.com/travel-guide/attraction/new-taipei-city/promise-mighty-temple-58299001?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww1h12000948p8xuB501_C_180_240_Q70.webp?proc=source%2ftrip
Bali Left Bank Park,八里左岸公園, 5/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"No. 36號, Guanhai Blvd, Bali District, New Taipei City, Taiwan 249",Free,,"The Bali City Sand Sculpture Exhibition this year is based on the theme of ""Myth Bali"". The sand sculpture works are divided into five mythological areas. A total of 16 sand sculptures are displayed. They are based on famous mythological characters from East and West. They lead the people through the ancient legends of the foreign world in the way of time tunnels and experience the journey of exploring mysterious colors.",https://www.trip.com/travel-guide/attraction/new-taipei-city/bali-left-bank-park-136863425?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/010572234cf7ccovlB9CC_C_180_240_Q70.webp?proc=source%2ftrip
Vr Zone New Taipei,N/A,N/A,['N/A'],['N/A'],N/A,N/A,N/A,"242, Taiwan, New Taipei City, Xinzhuang District, Section 4, New Taipei Blvd, 3號8樓",Free,,N/A,https://www.trip.com/travel-guide/attraction/new-taipei-city/vr-zone-new-taipei-142408984?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0102u1200086k28vc0A5C_C_180_240_Q70.webp?proc=source%2ftrip
Linkou Forest Road,Linkou forest trail 林口森林步道, 4.7/5,['Open daily'],['Open all day'],N/A,N/A,N/A,"244, Taiwan, New Taipei City, Linkou District, 頂福20之16號",Free,,Where the oxygen is full 👍,https://www.trip.com/travel-guide/attraction/new-taipei-city/linkou-forest-road-32826139?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww7012000chikyt32A7F_C_180_240_Q70.webp?proc=source%2ftrip
Taoyuanzhongzheng Park,桃園中正公園, 4.3/5,['Open daily'],['Open all day'],N/A,N/A,1-2 hours,"Tong'an St, Taoyuan District, Taoyuan City, Taiwan 330",Free,,"Taoyuan Zhongzheng Park is located on the west side of Daxi District, near Daxi Old Street, an old park full of historical flavor. Originally named Yujin Park, built in 1909 in the Niigata era, is one of the 12 victories in Taiwan during the Japanese rule period. There are shrines, synagogues and sumo wrestling venues. After the restoration, the shrines became ""chaoran pavilion"", the sumo wrestling venue became a lotus pond, and the synagogue was changed to Jiang Gongxing Hall. Taoyuan Zhongzheng Park is in a state of condescension, with excellent views, lotus pond, pavilion and other scenery, plus towering ancient trees and lush flowers and plants, Daxi natural scenery is in front of you.",https://www.trip.com/travel-guide/attraction/taoyuan/taoyuanzhongzheng-park-18046274?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0100112000848kf1c69AB_C_180_240_Q70.webp?proc=source%2ftrip
The Jiangs Cultural Park,兩蔣文化園區, 4.4/5,"['Monday,Wednesday-Thursday,Saturday-Sunday:']",['08:00-17:00'],"Tuesday,Friday:",Closed all day,1 hour,"No. 1097, Section 1, Fuxing Rd, Daxi District, Taoyuan City, Taiwan 335",Free,,"Not far from the airport in Taoyuan City, it is a very suitable place for walking. It is very quiet and there are not many people. There is a large lake. There is Jiang Song Meiling's favorite black swan in the lake. On the outside are some lawn bamboo forests, and the collection of undestroyed statues of Chiang Kai-shek, the innermost is Chiang Kai-shek's mausoleum, guarded by uniformed ceremonial soldiers, if the weather is good, you can see the soldiers changing positions at every hour, time permitting it is worth a visit.",https://www.trip.com/travel-guide/attraction/taoyuan/the-jiangs-cultural-park-90341?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/tg/092/478/937/ab84425af3c546adaa11b94ab6e7b0f3_C_180_240_Q70.webp?proc=source%2ftrip
Haimen Tianxian,海門天險, 4.2/5,['Open daily'],['Open all day'],N/A,N/A,1 hour,"Shoushan Rd, Zhongzheng District, Keelung City, Taiwan 202",Free,,"The quiet trail, the steps still have thick moss, the three cannons on the turret quietly facing the port of Keelung, defending against the invasion of foreign enemies.",https://www.trip.com/travel-guide/attraction/keelung/haimen-tianxian-87609?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww1d120009rlcl2bFD62_C_180_240_Q70.webp?proc=source%2ftrip
tao yuan ji chang di er hang sha bei ce guan jing tai,桃園機場第二航廈北側觀景台, 4.8/5,['Open daily'],['6:30-22:30'],N/A,N/A,N/A,337台灣桃園市大園區航站南路9號5樓,Free,,"Now to Taoyuan Airport, the very convenient transportation station has arrived. There are two kinds of cars, one ordinary car and the other is a direct train. The ordinary car takes 1 hour. The direct train takes about 35 minutes to arrive.",https://www.trip.com/travel-guide/attraction/taoyuan/city-136706013?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01024224x8tner40q75F6_C_180_240_Q70.webp?proc=source%2ftrip
PopSmile Popcorn Tourism Factory,卡滋爆米花觀光工廠 Pop-Smile Popcorn,N/A,"['Monday,Wednesday-Friday:', 'Saturday-Sunday:']","['10:30-17:30', '10:30-18:30']",N/A,N/A,N/A,"249, Taiwan, New Taipei City, Bali District, Guanhai Blvd, 171號171, Guanhai Blvd., Bali Dist., New Taipei City, TaiwanNo",Free,,N/A,https://www.trip.com/travel-guide/attraction/new-taipei-city/popsmile-popcorn-tourism-factory-137400066?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103912000chi231r65AB_C_180_240_Q70.webp?proc=source%2ftrip
Changgengyangshengwenhuacun-Luoyusong Park,長庚養生文化村-落羽松公園,N/A,['N/A'],['N/A'],N/A,N/A,N/A,"333, Taiwan, Taoyuan City, Guishan District, 333",Free,,N/A,https://www.trip.com/travel-guide/attraction/taoyuan/changgengyangshengwenhuacun-luoyusong-park-137418932?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738_C_180_240_Q70.webp?proc=source%2ftrip
Sankeng Old Street,三坑老街, 4.7/5,['Saturday-Sunday:'],['8:30-18:00'],N/A,N/A,1-2 hours,"325 Longtan Township, Taoyuan County, Taiwan",Free,,"Known as ""Longtan First Street"", there are ancient Hakka-style buildings and stores selling Hakka goods. Business hours Saturday 08:30 – 18:00 Sunday 08:30 – 18:00",https://www.trip.com/travel-guide/attraction/taoyuan/sankeng-old-street-18043107?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10090y000000mg5ol1B4F_C_180_240_Q70.webp?proc=source%2ftrip
Shengping Theater,昇平戲院, 4.3/5,"['Monday-Friday:', 'Saturday-Sunday:']","['9:30-17:00', '9:30-18:00']",N/A,N/A,1-3 hours,"No. 137, Qingbian Rd, Ruifang District, New Taipei City, Taiwan 224",Free,,"Theatre of Shengping was originally called the Liping Block, which is a two-story structure, a stone structure on the first floor, and a brick and wood structure on the second floor. The two floors have a total of about 600 seats. In the golden age of Jiufen, the Liping Theatre has been very vocal every holiday, which makes it the most lively area of Jiufen.",https://www.trip.com/travel-guide/attraction/new-taipei-city/shengping-theater-10758908?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/10020q000000gi24gE46A_C_180_240_Q70.webp?proc=source%2ftrip
Beiguan,北關, 4.5/5,['N/A'],['N/A'],N/A,N/A,1.5-3 hours,Yilan,Free,,"It is worth mentioning that Beiguan this place gave us a lot of surprises, because the sea view here is also invincible, there are few people, you can enjoy the sun beach, listen to the sea, and the traffic is convenient. like",https://www.trip.com/travel-guide/attraction/yilan/beiguan-24648775?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106b12000ddauepgBA03_C_180_240_Q70.webp?proc=source%2ftrip
