basicName,subTitleName,rating,openDate,openTime,address,price,label,review,url,img,monOpen,monClose,tuesOpen,tuesClose,wedOpen,wedClose,thursOpen,thursClose,friOpen,friClose,satOpen,satClose,sunOpen,sunClose,recommend,monTime,tuesTime,wedTime,thursTime,friTime,satTime,sunTime,latitude,longitude
hua bo hui yuan shan yuan qu,花博會圓山園區,5.0,['Open daily'],['Open all day'],10491台灣省台北市中山區玉門街1號,0.0,活動,"The North Dam Line (Yuanshan Station) Dormitory (Yuanshan Temple) - This building is one of the few remaining buildings of the Freshwater Line Railway. It was built in about 1900. It was the former dormitory of the Freshwater Line Railway Station and Yuanshan Station. It was also the city's access to Yuanshan Park. The important node of the zoo and the Huguo Temple is also the node of the west-facing security palace and the Confucian Temple. It has important history, venue significance and value.",https://www.trip.com/travel-guide/attraction/taipei/city-120422031?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101e12000doz2rdq427E_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0703871,121.5205405
823 Artillery Battle Memorial Park,八二三砲戰紀念公園,4.6,['Open daily'],['Open all day'],"Beian Rd, Zhongshan District, Taipei City, Taiwan 10491",0.0,觀光,,https://www.trip.com/travel-guide/attraction/taipei/823-artillery-battle-memorial-park-124907565?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0100d12000bjelp63F4DF_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0796593,121.5428669
Yangmingshan Flower Clock,陽明山花鐘,5.0,['Open daily'],['Open all day'],"112, Taiwan, Taipei City, Beitou District, Section 2, Hushan Rd, 陽明山國家公園",0.0,活動,"During the flower season, tourists to Yangmingshan National Park must come to check in. There is also Xinhai Fuxing Building to overlook the entire Taipei City.",https://www.trip.com/travel-guide/attraction/taipei/yangmingshan-flower-clock-137152295?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1589011,121.5376137
Reqiliu Feixingsan Club,熱氣流飛行傘俱樂部,5.0,,,"20745, Taiwan, New Taipei City, Wanli District",0.0,觀光,"(Business hours are inaccurate) It is really a project worth experiencing. The air quality here is very good and the air is very high. So the feeling of enjoying the scenery from high is really different, a particularly good trip.",https://www.trip.com/travel-guide/attraction/new-taipei-city/reqiliu-feixingsan-club-81487652?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103t120009w57nob29E8_C_180_240_Q70.webp?proc=source%2ftrip,534.3789091346773,1299.5685254629716,538.2086068137096,1297.9042904426644,539.2715612549711,1297.6199740710856,536.9289002959996,1296.34948982577,539.2439657959613,1298.0672258936704,530.1059616694359,1301.5814170274452,523.9497966477212,1295.586780508034,2.5,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,25.1676024,121.6397184
Tea Hill Trail,茶山步道,4.8,['Open daily'],['Open all day'],"253, Taiwan, New Taipei City, Shimen District, Unnamed Road",0.0,活動,"The Chashan Trail is a very, very beautiful trail. The scenery along the way is very good. Climbing to the heights has a wide view. You can see a lot of landmarks, and there are many ancient villages along the way.",https://www.trip.com/travel-guide/attraction/new-taipei-city/tea-hill-trail-13467082?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0101m120008el6s153FD6_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.2686409,121.57125
i-Ride TAIPEI,台北 i-Ride TAIPEI 飛行劇院,5.0,"['Monday-Wednesday,Sunday', 'Thursday-Saturday']","['11:30-21:00 (Tickets available until:20:30)', '11:30-21:30 (Tickets available until:21:00)']","6F., No.17, Songzhi Rd., Xinyi Dist., Taipei, Taiwan 11047",599.0999999999999,活動,"Very good flying theatre, let people experience",https://www.trip.com/travel-guide/attraction/taipei/i-ride-taipei-143198258?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo3212000e1k2py08C10_C_180_240_Q70.webp?proc=source%2ftrip,690.0,1260.0,690.0,1260.0,690.0,1260.0,690.0,1290.0,690.0,1290.0,690.0,1290.0,690.0,1260.0,2.0,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:00,25.0343665,121.5660845
Fulung Beach,福隆海水浴場,4.7,['Open daily'],['08:00-17:30'],"No.40, Fulong St., Gongliao Dist Fulong Vil., Gongliao Dist., Gongliao, New Taipei 22841 Taiwan",197.1,活動,"In the beach of a golden sand beach in the northeast corner of Taiwan, the sand is delicate and sticky, suitable for sand sculpture creation. The annual sand sculpture art season is a big event in the local area. The sea is clear and the waves are moderate, and it is also a good place to develop surfing.",https://www.trip.com/travel-guide/attraction/new-taipei-city/fulung-beach-13382813?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1lo5612000e90549kA3BC_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1050.0,480.0,1050.0,480.0,1050.0,480.0,1050.0,480.0,1050.0,480.0,1050.0,480.0,1050.0,10.0,08:00-17:30,08:00-17:30,08:00-17:30,08:00-17:30,08:00-17:30,08:00-17:30,08:00-17:30,25.0175469,121.9451449
Pushin-Ranch,埔心牧場,4.6,"['Monday,Wednesday-Sunday']",['9:00-17:00'],"No.119, Gaoshanding, Yangmei City, Taoyuan County, Taiwan",234.6,活動,"Because I often drink full-flavored dairy products on the mainland, I am a little curious to see what it looks like. First of all, the farm area is very large. Of course, there are green everywhere, large green grass and plants, only a little milk is seen, but the natural scenery is good, very casual, There are still a lot of people",https://www.trip.com/travel-guide/attraction/taoyuan/pushin-ranch-18043092?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6c12000958pw2uA89F_C_180_240_Q70.webp?proc=source%2ftrip,540.0,1020.0,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,1.5,09:00-17:00,0,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,24.9242108,121.1366715
Wulai Cable Car,烏來空中纜車,4.4,['Open daily'],['09:30-17:00'],"No. 1-1, Waterfall Road, Wulai District, New Taipei City, Taiwan",0.0,活動,"Everyone, please see, today (2022/8/19) starts to the end of the month, the cable car discount 3.3, take the cable car to the opposite Yunxian Paradise to explore a lot of ecology.",https://www.trip.com/travel-guide/attraction/new-taipei-city/wulai-cable-car-24653530?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0105y12000a4srg83EE99_C_180_240_Q70.webp?proc=source%2ftrip,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,570.0,1020.0,2.5,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,09:30-17:00,24.8663721,121.5497801
Chaojing Park,潮境公園,4.7,['Open daily'],['Open all day'],"No. 61, Lane 369, Beining Rd., Zhongzheng Dist., Keelung",0.0,觀光,"""Tide"" refers to the mixed area of cold and warm currents, especially the mix of black tide and tidal sea in the western Pacific Ocean. This area is where plankton is born, which can attract migratory fish to gather and become a fishing ground, that is, where fish groups are easier to gather. In summer, the nearby sea white-belt fish, The soft silk ""big bite"" always attracts many fishermen. The Chaojing Park Park was originally a garbage collection site. Later, after planning and rebuilt by the preparatory office of the Ocean Science and Technology Museum, it became the best place to see the sea and enjoy the scenery. The park is named ""chaojing"" because it is located next to the fishing port and fishing village. I hope that this name is the place with a source of endless reserves and harvests.",https://www.trip.com/travel-guide/attraction/keelung/chaojing-park-13505958?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103o120008ikmmbkE581_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.144723,121.8036356
Shihmen Dam,石門水壩,4.8,['Open daily'],['08:00-17:00'],"No. 68, Section 1, Huanhu Road, Fuxing District, Daxi District, Taoyuan City",0.0,活動,"Basically, it is the most famous dam in Taiwan's north of Taoyuan. It seems to be an infrastructure built in Taiwan's top ten. The scenery here is really good, and you can also take a cruise. At noon, remember to eat the most famous live fish in Shimen Reservoir. And there are several ways to eat a live fish, which is very special, it is worth trying",https://www.trip.com/travel-guide/attraction/taoyuan/shihmen-dam-35809505?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100m0x000000lf0ys3675_C_180_240_Q70.webp?proc=source%2ftrip,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,480.0,1020.0,1.0,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,24.709089,121.3770336
Zhongping Road Story House,中平路故事館,4.8,['Tuesday-Sunday'],['10:00-17:00'],"No. 99, Fuxing Rd, Zhongli District, Taoyuan City, Taiwan 320",0.0,活動,"Yujingxuan - Built in 1941, formerly the official house of the Yujunkan Office built by the ""China Baojia Federation"", has been inhabited by the Taiwanese police family since the Japanese period, and witnessed the events in China after the war. Taoyuan Municipal Government Cultural Bureau was registered as a historical building in 2012. Part 2",https://www.trip.com/travel-guide/attraction/taoyuan/zhongping-road-story-house-39862911?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6h12000947mlgpE929_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,600.0,1020.0,1.5,0,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,24.9555605,121.2245426
Luodong Night Market,羅東夜市,4.4,,,Yilan County,0.0,活動,"(Business hours are inaccurate) Located in the scenic Luodong Town area, Luodong Night Market Putian B&B overlooks Yilan County, is a great choice for sightseeing, family fun and dining. Here, travelers can easily go to major tourist, shopping and dining locations in the city. The hotel is conveniently located to get to popular attractions in the city. ",https://www.trip.com/travel-guide/attraction/yilan/luodong-night-market-23486744?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100v0l000000d3t2o10DA_C_180_240_Q70.webp?proc=source%2ftrip,533.9384727343249,1299.501292055999,538.1791665875055,1297.9395077512163,539.0277099555237,1297.8095443514549,536.7392002038254,1296.2523691677109,539.027681387816,1298.5645636767115,529.7063554642767,1301.5552977138389,523.2302582078214,1294.700367554115,3.5,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,24.7021073,121.7377502
Nishi Honganji Bell Tower,西本願寺鐘樓,4.6,['Open daily'],['Open all day'],"No. 174號, Section 1, Zhonghua Rd, Wanhua District, Taipei City, Taiwan 108",0.0,活動,,https://www.trip.com/travel-guide/attraction/taipei/nishi-honganji-bell-tower-138207675?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104k12000ckp73079721_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0402534,121.5066316
總統副總統文物館 (Presidential and Vice Presidential Artifacts Museum),總統副總統文物展,4.6,['Monday-Friday'],['9:30-16:30'],"No. 2, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0.0,活動,,https://www.trip.com/travel-guide/attraction/taipei/city-142421303?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104s12000cf2s1b309C8_C_180_240_Q70.webp?proc=source%2ftrip,570.0,990.0,570.0,990.0,570.0,990.0,570.0,990.0,570.0,990.0,0.0,0.0,0.0,0.0,2.5,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,09:30-16:30,0,0,25.0399079,121.5106818
Shawa Canyoning,沙蛙溯溪,3.0,,,"Neihu, Taipei China",0.0,活動,(Business hours are inaccurate) Super fun,https://www.trip.com/travel-guide/attraction/taipei/shawa-canyoning-131209394?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww4s120009c9p3do786E_C_180_240_Q70.webp?proc=source%2ftrip,535.1974417442609,1296.819105585775,538.1284270495626,1296.5076987594823,539.0734495045631,1296.8046015696707,537.2966088733965,1296.410698542353,539.031852575227,1298.1532909724128,529.4352490974968,1304.4016579607642,523.673929451725,1294.1605827593132,2.0,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,25.0689422,121.5909027
Bangka Qingshan Temple,艋舺青山宮,4.4,['Open daily'],['6:00-21:00'],"No. 218, Section 2, Guiyang St, Wanhua District, Taipei City, Taiwan 108",0.0,活動,"Qingshan Palace - Located in Wanhua District, Taipei City, it is a folk religious temple built in 1856, the main temple of Qingshan Ling An Zun Wang, now listed as a monument in the city. Since the Qing Dynasty, the temple has been one of the Wang Ye Faith Center of the Sanyu Hui'an people in Quanzhou, Shanghai. Every time the Qingshan Ling'an Zun Wang Shou birthday, there is a solemn sacrifice. The day is the most grand of the mid-year conventions in Wanhua District, commonly known as ""Dabai"". One of the three temple fairs in Taipei. Part 2",https://www.trip.com/travel-guide/attraction/taipei/bangka-qingshan-temple-13426251?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0104v120008e775b65552_C_180_240_Q70.webp?proc=source%2ftrip,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,360.0,1260.0,2.0,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,06:00-21:00,25.0398872,121.4995334
Bai Shih Lake Bridge,白石湖吊橋,4.3,['Open daily'],['Open all day'],"No. 24, Bishan Rd., Neihu Dist, Taipei, Taiwan",0.0,活動,"Taking pictures on rainy days is unexpectedly awkward, but you have to be careful to slip and wear a little more, because the mountain is quite cold",https://www.trip.com/travel-guide/attraction/taipei/bai-shih-lake-bridge-22846538?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100b0v000000jrrpu023A_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.097074,121.5877104
Mengchia Qingshui Temple,艋舺清水岩,4.4,['Open daily'],['05:30-21:30'],"No. 81, Kangding Rd, Wanhua District, Taipei City, Taiwan 108",0.0,活動,"Since seeing the film, I have been longing for the old streets of Taipei. Wanhua District in Taipei belongs to the old urban areas of Taipei. Many buildings are old and newly built.",https://www.trip.com/travel-guide/attraction/taipei/mengchia-qingshui-temple-13384477?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103z120009hfalw72FD8_C_180_240_Q70.webp?proc=source%2ftrip,330.0,1290.0,330.0,1290.0,330.0,1290.0,330.0,1290.0,330.0,1290.0,330.0,1290.0,330.0,1290.0,2.0,05:30-21:30,05:30-21:30,05:30-21:30,05:30-21:30,05:30-21:30,05:30-21:30,05:30-21:30,25.0402746,121.5021544
Kangrizhanzheng Shengli Ji Taiwan Guangfu Monument,台灣光復紀念碑,4.0,['Open daily'],['Open all day'],"100, Taiwan, Taipei City, Zhongzheng District",0.0,活動,"Victory of the Anti-Japanese War - Taiwan's Guangfu Monument is erected in the square outside Zhongshan Hall, which is a large stone monument, quite commemorative, and many people have taken pictures in front of the monument in the past.",https://www.trip.com/travel-guide/attraction/taipei/kangrizhanzheng-shengli-ji-taiwan-guangfu-monument-39942688?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103s12000d9efigw51F3_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0421407,121.5198716
Jiantan Historical Temple,佛光山劍潭古寺,5.0,['Open daily'],['8:30-17:30'],10491台灣台北市中山區北安路805巷6號,0.0,觀光,"Jiantan Ancient Temple - also known as Jiantan Temple and Guanyin Temple, is a Buddhist temple located in Bei'anli, Zhongshan District, Taipei City. It is located in Jiantan. It has been moved to Dazhi due to the expansion of Taiwan's Shen Palace. It is now listed as a historical building.",https://www.trip.com/travel-guide/attraction/taipei/jiantan-historical-temple-130150658?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0103z2224nzaq6jswEC18_C_180_240_Q70.webp?proc=source%2ftrip,510.0,1050.0,510.0,1050.0,510.0,1050.0,510.0,1050.0,510.0,1050.0,510.0,1050.0,510.0,1050.0,2.5,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,25.0861848,121.5553802
National Taiwan Arts Education Center,國立臺灣藝術教育館,5.0,['Tuesday-Sunday'],['9:00-17:00'],100台灣台北市中正區南海路47號,0.0,觀光,"Taiwan Art Education Museum - Located in the Nanhai Academy Park with natural and humanistic characteristics, the museum is a 1950s building, for the postwar Chinese classical style new architectural style, including the Nanhai Theatre, Nanhai Academy 2 buildings, and the surrounding area is South China Sea outdoor art gallery, Nanhai Art Square, Handling and promoting the research, promotion and tutoring of art education in schools is an important garden for art publishing, learning and cultivating creative talents.",https://www.trip.com/travel-guide/attraction/taipei/national-taiwan-arts-education-center-121152101?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1me3r2215fk9c8wcg00DA_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,540.0,1020.0,2.5,0,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,25.031736,121.5118362
Xiaoyoukeng Recreation Area,小油坑遊憩區,4.6,['Tuesday-Sunday'],['9:00-16:30'],"112, Taiwan, Taipei City, Beitou District, 竹子湖69號",0.0,活動,,https://www.trip.com/travel-guide/attraction/taipei/xiaoyoukeng-recreation-area-137017612?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,540.0,990.0,2.5,0,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,09:00-16:30,25.1766884,121.5467969
Shu Hong Baseball Field,重新棒球場,4.3,,,"Inside the Double Flooding Road Sports Park in Mie District, New Taipei City",0.0,活動,"(Business hours are inaccurate) The baseball field is very large, there is a stadium next to it, it is a good place for sports, and every afternoon, there will be night markets, not only eating and playing, but also the sanitary environment, it is worth everyone to see and play.",https://www.trip.com/travel-guide/attraction/new-taipei-city/shu-hong-baseball-field-23033774?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww6r1200094anqomF632_C_180_240_Q70.webp?proc=source%2ftrip,534.2450749148497,1299.1317395248575,538.2040497875987,1297.8401941739846,539.1108405948514,1297.5482678694489,536.8730961822703,1296.2724503354964,539.1125054040255,1298.3449507515795,529.8324894288805,1301.746417717006,523.4675859079464,1294.74380462498,2.0,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,25.0169826,121.4627868
Airport Alley,飛機巷,5.0,['Open daily'],['Open all day'],"No.180, Binjiang St., Zhongshan Dist., Zhongshan District, Taipei 10491 Taiwan",0.0,活動,The only plane spotting in Taipei with close distance to the runway. You can hear the noise from plane’s engine and the wind will be strong when the planes approach the runway. Really worth going!,https://www.trip.com/travel-guide/attraction/taipei/airport-alley-48781168?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/fd/tg/g1/M0B/FC/25/CghzflW7IAqAWRxpAAA0-32cDKY598_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.0723111,121.5385784
Erchong Floodway Cycling Route,大台北都會公園（二重疏洪道河濱公園）,4.9,['Open daily'],['Open all day'],"Erchong Floodway, Sanchong Dist, Sanchong, New Taipei 241 Taiwan",0.0,活動,"Walking on the riverbank in the evening - Today is the Breeze Square section of the double flood dredging road, in addition to seeing the practice of the canoeists, you can also enjoy the sunset of Guanyin Mountain up close.",https://www.trip.com/travel-guide/attraction/new-taipei-city/erchong-floodway-cycling-route-58355660?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/01A2a22344rcgrt5t0C1F_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.060808,121.4856066
Dadaocheng Theater,大稻埕戲苑,4.7,['Tuesday-Sunday'],['09:00-21:00'],"103, Taiwan, Taipei City, Datong District, Section 1, Dihua St, 8.9th Floor, No. 21",0.0,活動,"Daidaoyu Cisheng Palace - commonly known as Daidaoyu Mazu Palace, worship the Virgin Mary of the heavens, that is commonly known as Mazu or Tianhou, is the patron saint of navigation, and the main palace of the law, Xiahai City God Temple is known as the three temples of Daidaoyu. In Tongzhi five years (1866 AD), Cisheng Palace was originally built at the junction of Xining North Road and Minsheng West Road today. In front of the temple is the trade dock, which can be expected to flow from south to north on the banks of the Vale, and Guanyin Mountain in Bali is in front of the right of Cisheng Palace. In 1910, the Japanese government implemented urban corrections and demolished the temples. The local Tongan people raised funds to move to the current site of Yanping North Road, and used the original beams and pillars to rebuild the temple. The reconstruction was completed in 1914 and the original appearance remains to this day.",https://www.trip.com/travel-guide/attraction/taipei/dadaocheng-theater-81508250?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/100whk1153i3r2e9sB9F9_C_180_240_Q70.webp?proc=source%2ftrip,0.0,0.0,540.0,1260.0,540.0,1260.0,540.0,1260.0,540.0,1260.0,540.0,1260.0,540.0,1260.0,3.5,0,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,25.0585055,121.5095956
cao shan xiao zhen,草山小鎮,5.0,['Open daily'],['10:00-21:00'],111台北市士林區國泰街凱旋路,0.0,觀光,"Caoshan Town - Western-style community building, time back to the 1950s, the US military in Yangmingshan Mountain and Tianmu two construction of US military dormitories, the appearance of the American hometown to Yangming Mountain, to create the southern rural style of the United States, and combine Taiwan in the red brick, house tile, Ceramic bricks and fir building materials, giving the dormitory group both American and mixed residential styles. part 3",https://www.trip.com/travel-guide/attraction/taipei/city-136312034?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/1mh602234b9iz60wwA049_C_180_240_Q70.webp?proc=source%2ftrip,600.0,1260.0,600.0,1260.0,600.0,1260.0,600.0,1260.0,600.0,1260.0,600.0,1260.0,600.0,1260.0,2.0,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,25.13583,121.5436493
Sulfur Valley Recreation Area,硫磺谷遊憩區,4.6,['Open daily'],['Open all day'],"No. 200, Quanyuan Rd., Taipei 112, Taiwan",0.0,活動,,https://www.trip.com/travel-guide/attraction/taipei/sulfur-valley-recreation-area-58312754?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww5j12000959kat9EA17_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,2.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1431531,121.5263706
Guan Yin Shan Trail,,4.4,,,"Lingyun Rd., Wugu Dist, New Taipei",0.0,觀光,"(Business hours are inaccurate) Hiking trails are flat, suitable for men and women, beautiful scenery along the way, fresh air, refreshing, refreshing",https://www.trip.com/travel-guide/attraction/new-taipei-city/guan-yin-shan-trail-70367404?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0ww2w12000951vj8m0ED1_C_180_240_Q70.webp?proc=source%2ftrip,533.4965594367785,1299.2046925128304,537.6954900258256,1296.9934157568694,538.7096558790016,1298.1806805020442,536.5563565073435,1296.1228694854285,538.6518944060344,1298.8498828207394,528.9054933446675,1303.2290809328726,522.4133119850072,1294.9633511019008,10.0,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,08:30-21:30,25.102494,121.4412814
Zhongzheng Park,中正公園,4.5,['Open daily'],['Open all day'],"Shoushan Rd., Xinyi Dist., Keelung City 201",0.0,觀光,"The park is located on the hillside of Keelung Port. It is built on the hillside and has a variety of vegetation. It is the best place for citizens to relax on weekdays. The main entrance of Chung Chung Park is located on Xin'er Road, which can be picked up or walked up by the slope on the side. The park itself is divided into three floors. The first floor has pavilions, chess centers and sports and leisure facilities, which attract a large number of people to visit here. The second floor is the location of the ""Main Temple"". The annual festival of Keelung Zhongyuan Pudu is held here, and the crowds are crowded and the scene is very spectacular. At the highest point of the park, there is a white Guanyin Buddha statue. The Guanyin statue is divided into five floors and can be climbed to the panoramic view of Keelung. It is the most representative landmark of Keelung City. On both sides of the Buddha statue, there are two huge golden lions sitting in the town, very peaceful and solemn. And around the Buddha statues also erected 18 statues of Luohan, each expression and movement are different, very vivid, quite interesting.",https://www.trip.com/travel-guide/attraction/keelung/zhongzheng-park-87604?curr=USD&locale=en-US,https://ak-d.tripcdn.com/images/0106u12000a2p98fqE729_C_180_240_Q70.webp?proc=source%2ftrip,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,0.0,1440.0,1.0,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,00:00-24:00,25.1337822,121.7536078
